	Kategorie	Nummer	Bezeichnung Kategorie	Anmerkungen	Zuordnung unsicher		mehrdeutig		diskutieren!		Kontext (SteA-Text)
mini-)bagger	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Ein KFZ-Führerschein für Fahrzeuge bis 7,5 to sowie Erfahrungen im Umgang mit (Mini-)Baggern sind von Vorteil aber nicht Bedingung.
mobilbagger/minibagger	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								der Einsatz und die Fürsorge von Straßenbaumaschinen (Mobilbagger/Minibagger)
planierraup	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Wenn eine Straße erneuert werden muss, wird der alte Belag zuerst entfernt, dann wird gefräst oder aufgestemmt und anschließend mit den Planierraupen und Radladern abgeräumt und das Material recycelt.
planierraupe	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Erfahrungen im Umgang mit Baggern, Radladern, Planierraupen und Abbruchbagger (Longhard) und sind sicher in deren Bedienung
pressfahrzeug	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Führen von LKW`s (Einsammlung und Transport von Abfällen mittel Pressfahrzeuge, Absetzkipper- und Abrollerfahrzeugen mit und
radlader-bagger	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Erfahrung im Umgang mit Radlader-Bagger (5t) sind wünschenswert, ein PKW-Führerschein ist Bedingung.
radlader**	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Zur Verstärkung unseres Teams suchen wir eine/n ***Baumaschinist/in - für Bagger und Radlader***
sanierungsfahrzeug	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Roboter, Equipment und Sanierungsfahrzeuge sind Eigenentwicklungen von uns und patentrechtlich geschützt.
saugfahrzeug	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Sie bedienen dabei moderne Hochdruck-Spül- und Saugfahrzeuge, Anlagen und Geräte und warten sie.
saugwagen	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Diese Tätigkeit führt der Mitarbeiter mit einem unserer modernen Spezialfahrzeuge (Saugwagen mit 25 m3 Tankvolumen) aus.
straßenwalz	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Neben Kenntnissen im Umgang mit den Materialien Stein, Beton und Gesteinskörnung, Herstellung von Versatzmörteln und Umgang mit elementaren Handwerkzeugen des Baugewerbes kommen zusätzlich heute auch zahlreiche Spezialmaschinen wie Tandemvibrationswalzen, Presslufthammer, Verlegmaschinen, Stoßwerkzeug, Vibrationsplatte, Schwammputzmaschine, Betonschneidemaschinen, Straßenwalze und Bagger zum Einsatz.
teleskoplader	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Lenken/Fahren von Teleskopladern und Gabelstaplern (Diesel)
tiefbaufahrzeug	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Ein Werkstatt in den Bereichen LKW - u. Nutzfahrzeuge sucht sofort einen erfahrenen und zuverlässigen Kraftfahrzeugmechatroniker/in (m/w) für die Reparatur von Kraftfahrzeuge, Nutzfahrzeuge sowie Tiefbaufahrzeuge u. Tiefbaumaschinen.
traktoren/schlepper	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Erfahrung im Umgang mit landwirtschaftlichen Maschinen und Traktoren/Schleppern wird vorausgesetzt.
trecker	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Sie haben die Berechtigung LKW, Unimog und Trecker zu fahren?  Führen von landwirtschaftlichen Fahrzeugen (Trecker fahren)
turmdrehkräne	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Voraussetzung ist der LKW Führerschein über 7,5 Tonnen und Erfahrungen mit der Bedienung von Hydraulikbaggern und Turmdrehkränen.
winterdienstgerät	(7D) Baufahrzeuge/ Landwirtschaftsfahrzeuge	(7D)	Baufahrzeuge/ Landwirtschaftsfahrzeuge								Zweiradmechaniker/innen der Fachrichtung Motorradtechnik warten und reparieren motorisierte Zwei-, Mehrrad- sowie Spezialfahrzeuge (auch Gartengeräte und Winterdienstgeräte) des Zweiradbereiches, bauen sie um oder rüsten sie mit Zubehör und Zusatzeinrichtungen aus.
kommissionier-gerät	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Das umfangreiche Produktprogramm des Unternehmens umfasst Handhubwagen, elektrische Gabelniederhubwagen und Geh-Gabelhochhubwagen, Dreirad- und Vierrad-Gegengewicht-Stapler mit Fahrersitz und Fahrerstand, Schubstapler, Schmalgang-Stapler, Kommissionier-Geräte und Gabelstapler.  Das umfangreiche Produktprogramm des Unternehmens umfasst Handhubwagen, elektrische Gabelniederhubwagen und Geh-Gabelhochhubwagen, Dreirad- und Vierrad-Gegengewicht-Stapler mit Fahrersitz und Fahrerstand, Schubstapler, Schmalgang-Stapler, Kommissionier-Geräte und Gabelstapler.  Das umfangreiche Produktprogramm des Unternehmens umfasst Handhubwagen, elektrische Gabelniederhubwagen und Geh-Gabelhochhubwagen, Dreirad- und Vierrad-Gegengewicht-Stapler mit Fahrersitz und Fahrerstand, Schubstapler, Schmalgang-Stapler, Kommissionier-Geräte und Gabelstapler.  Das umfangreiche Produktprogramm des Unternehmens umfasst Handhubwagen, elektrische Gabelniederhubwagen und Geh-Gabelhochhubwagen, Dreirad- und Vierrad-Gegengewicht-Stapler mit Fahrersitz und Fahrerstand, Schubstapler, Schmalgang-Stapler, Kommissionier-Geräte und Gabelstapler.  Das umfangreiche Produktprogramm des Unternehmens umfasst Handhubwagen, elektrische Gabelniederhubwagen und Geh-Gabelhochhubwagen, Dreirad- und Vierrad-Gegengewicht-Stapler mit Fahrersitz und Fahrerstand, Schubstapler, Schmalgang-Stapler, Kommissionier-Geräte und Gabelstapler.  Das umfangreiche Produktprogramm des Unternehmens umfasst Handhubwagen, elektrische Gabelniederhubwagen und Geh-Gabelhochhubwagen, Dreirad- und Vierrad-Gegengewicht-Stapler mit Fahrersitz und Fahrerstand, Schubstapler, Schmalgang-Stapler, Kommissionier-Geräte und Gabelstapler.
,hebezeugen	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrungen in der Bauteil-,Baugruppenmontage sowie im Umgang mit Montagewerkzeugen,Vorrichtungen,Hebezeugen und Spezialwerkzeugen
4-zinken-stapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung im Umgang mit einem 4-Zinken-Stapler
ameise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
ameise/hubwagen	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Be- und Entladen von LKW's ( Ameise/Hubwagen)
arbeits-/hebebühne	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Europaweit tätiges Unternehmen aus dem Bereich Vermietung/Verkauf von Arbeits-/Hebebühnen und Baumaschinen sucht einen Techniker/in oder Kaufmann/frau (abgeschlossene Berufsausbildung in einem technischen oder kaufmännischen Beruf wird vorausgesetzt) für den Verkauf oder die Vermietung von Arbeits-/Hebebühnen im Außendienst (Raum Dortmund/Unna).
arbeitsbühne	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Haben Kenntnisse im Umgang mit Arbeitsbühnen
backenstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Je nach Kenntnissen werden Sie auf den unterschiedlichen Staplertypen eingesetzt ( Hochregalstapler, Frontstapler oder Backenstapler )
davit-system	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler	Hebehilfe auf Schiffen v.a. für Rettungsboote							Installation und Inbetriebnahme von Davit-Systemen, Krananlagen und Winden bei unseren international ansässigen Kunden sowie in unserer Werkstatt
doppelstockameise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung im Umgang mit Doppelstockameisen und Schnellläufern
e-ameise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung im Umgang mit E-Ameise und evtl.
elektroameise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
elektrohubwagen	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								* Sie haben Erfahrung im Umgang mit Elektrohubwagen.
elektrokran	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Sie haben gültige Fahrerlaubnisse für Radlader, Bagger, Elektrokran und Gabelstapler (m/w)
elektrostapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
e-stapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Wenn Sie Erfahrung im Umgang mit E-Stapler haben und eine entsprechende Prüfung besitzen,dann bewerben Sie sich jetzt.
fassadenbefahranlage	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler	Fassadenaufzug							wie man die Betriebssicherheit insbesondere beim Einsatz von Fassadenbefahranlagen und Hubarbeitsbühnen beurteilt und veranlasst
front/seiten-stapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								~ Bedienen des Gabelstaplers (Front/Seiten-Stapler)
frontmaststapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Kenntnisse im Umgang mit einem Frontmaststapler sind erforderlich
frontsitzstapler/seitenstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Transport und Lagerung von Waren mithilfe von Gabelstaplern und anderen Flurfördergeräten (Frontsitzstapler/Seitenstapler (Hochregal))
frontstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
gabelstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
gabelstapler/gültig	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung im Umgang mit Gabelstapler/gültiger Staplerschein
handameise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Sie haben Erfahrung in der Kommissionierung Sie sind sicher im Umgang mit Handameisen und Kommissioniergeräten und können im idealfall einen gültigen Staplerschein vorweisen Sie sind pflichtbewusst, teamfähig und haben EDV-Grundkenntnisse
hänel-liftsystem	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Etikettierer, Waagen, Kartonverschließer und Hänel-Liftsysteme
hebeb<fc>hne	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
hebebühn	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrungen mit Zylindern und Pumpen von Hebebühnen sind von Vorteil.
hebebühne	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
hebebühnen	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Da Sie auch auf Gerüsten, Hebebühnen oder Leitern arbeiten, sollten Sie auch entsprechend höhentauglich sein.
hebewerkzeug	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Karusselldreher/innen bedienen daher entsprechende Hebewerkzeuge und Kräne.
hebezeug	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Wartung Reparatur und Montage von Hebezeugen und Krananlagen  D-KRANTECHNIK ¿ das führende Unternehmen für Prüfung Wartung, Reparatur und Umbau an Krananlagen, Hebezeugen und Toren.
hochregalstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Dabei sind Sie sehr geübt im Fahren von Gabelstaplern, insbesondere Frontmaststapler, alle weiteren Berufs- und Fahrpraxen im Führen von Staplern (Seitenstapler, Hochregalstapler, Diesel, etc.) sind gewünscht.  Je nach Kenntnissen werden Sie auf den unterschiedlichen Staplertypen eingesetzt ( Hochregalstapler, Frontstapler oder Backenstapler )  Teilweise auch mit Erfahrungen im Bereich Hochregalstapler!
hochregal-stapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrungen im Bereich Hochregal-Stapler
hub-ameisen	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrungen im Umgang mit Hub-Ameisen oder Elektroameisen sowie mit Schnelläufern sind von Vorteil, aber nicht zwingend erforderlich.
hubarbeitsbühn	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Gehören Höhentauglichkeit und Kenntnisse im Umgang mit Hubarbeitsbühnen einschließlich Untersuchung H9 und G41 (Arbeitsmedizinische Vorsorgeuntersuchungen für Arbeiten mit Absturzgefahr und Baumarbeiten) für Hebebühnenarbeit zu Ihren Kenntnissen, dann freuen wir uns über Ihre Bewerbung.
hubarbeitsbühne	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
hubbühn	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Höhentauglichkeit für die Arbeit auf Leitern, Gerüsten und Hubbühnen
hubgerät	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Teiletransport mit Flurförderfahrzeugen (Stapler, Hubgeräte)
hubsteiger	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Wir suchen ab sofort eine/n neuen Mitarbeiter/in zum Bedienen von LKW Arbeitsbühnen (Hubsteiger).
hubwagen	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
hubwagen/ameise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
kippvorrichtung	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								(Sattelzugmaschinen, Sattelauflieger mit Kippvorrichtung, Hakenaufbau und Anhänger für Wechselcontainer)
kommissionierger<e4>t	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
kommissioniergerät	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrungen im Umgang mit Frontstaplern, Kommissioniergeräten und Handscanner (ein Gabelstaplerschein ist zwingend erforderlich)
lagertransportmittel	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Idealerweise haben sie Erfahrung im Umgang mit Lagertransportmitteln.
langgabel	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								zwingend erforderliche Kenntnisse im Führen von Gabelstapler ( Hochregallager, Langgabel)    Fahren mit Stapler (Langgabel)
liftsystem	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Idealerweise Erfahrung im Bereich Lagerpaternoster und Liftsysteme
montagebühnen	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Türme, Montagebühnen und Betriebsmittel
palettenhubwagen	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Kenntisse bei der Beladung / Entladung der Fahrzeuge, kommissioniern verpacken der Waren, sortieren, Umgang mit Hebezeugen (Palettenhubwagen, ect.)
reachstacker	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Fahren und Bedienen von Containerstaplern / Reachstacker und Schubmaststaplern
schmalgangstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung im Umgang mit Schmalgangstapler im Hochregal  Erfahrung im Umgang mit Schmalgangstapler im Hochregal
schubmaster	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Führerschein für Flurförderfahrzeuge (Gabelstapler, Schubmaster)
schubmastgerät	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
schubmaststapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
schubmaststapler/seitenstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung mit Schubmaststapler/Seitenstapler und Hochregallager (5-10m)
seitenhub	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Kenntnisse im Seitenhub sind von Vorteil
seitenhubstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung Seitenhubstapler und Hochregal von Vorteil
seitenschubmast	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Für unseren Kunden suchen wir für den Raum Helmstedt Gabelstaplerfahrer/in mit gültigem Staplerschein und Erfahrung im Umgang mit Seitenschubmast.
seitenschubmast*	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Für unseren Kunden in Aschaffenburg suchen wir eine/n *Gabelstaplerfahrer mit Erfahrung im Seitenschubmast* - Hochregal
seitenschubmaststapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung im Bereich Seitenschubmaststapler & Hochregallager zwingend erforderlich
seitenstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Ein- und Auslagerung der Waren im Hochregallager mit Hilfe eines Schubmaststaplers ( Seitenstapler im Bereich Hochregal)
stapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								NA
stapler/ameise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								nachweislicher Kenntnisse im Umgang mit Stapler/Ameise  nachweislicher Kenntnisse im Umgang mit Stapler/Ameise
stehameise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Zudem verfügen Sie über einen Staplerführerschein sowie Kenntnisse im Umgang mit Stehameisen und Scannern.  Staplerführerschein sowie Kenntnisse im Umgang mit Stehameisen und Scannern.
stehschnellläufer	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Kommissionieren von Reifen mittels Flurförderfahrzeugen (Stehschnellläufer)
vertikalstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung im Umgang mit Vertikalstaplern
viergabelstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Für unsere Kundenunternehmen im Raum Burg und Oschersleben + 50 Km suchen wir ab sofort Gabelstaplerfahrer für Frontstapler, Langgabel und Viergabelstapler
doppelgabelstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								sicherer Umgang mit einem Doppelgabelstapler
e-flurförderzeug	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung mit Gabelstaplern (E-Flurförderzeugen) von Vorteil.
elektromeise	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Kenntnisse im Umgang mit der Elektromeise erwünscht, außerdem wären Vorkenntnisse im Ausliefern von Getränken von Vorteil.
gabelstapler/radlader	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrungen im Umgang mit dem Gabelstapler/Radlader wäre wünschenswert, aber nicht Bedingung.
gabelstappler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Idealerweise können Sie Hubwagen und Gabelstappler bedienen?
gasstapler	(7E) angetriebene Hebehilfe, Lastenaufzug, Stapler	(7E)	angetriebene Hebehilfe, Lastenaufzug, Stapler								Erfahrung in Elektro, Diesel und Gasstapler
